PassengerId,Survived,Pclass,Title,Sex,Age,SibSp,Parch,Fare,Embarked,CabinKnown,Fare_capped,Age_norm,Age_z,Fare_capped_norm,Fare_capped_z,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S
49,1,3,Mr,male,34.6,0,0,19.0672,S,0,19.0672,0.4640434192673,0.3950085857163939,0.253437976012772,-0.2888243945444814,0,0,0,1
50,0,1,Mr,male,15.3,1,0,73.4997,S,0,73.4997,0.20217096336499324,-1.1662233902319437,0.9919265859630523,2.0426523450140817,0,0,0,1
51,0,3,Mr,male,35.4,0,0,5.8385,S,0,5.8385,0.474898236092266,0.4597228645121797,0.07396350259249422,-0.8554418812408183,0,0,0,1
52,0,3,Miss,female,50.2,5,0,20.164,S,1,20.164,0.6757123473541385,1.6569370222342212,0.26831831969335745,-0.2418457753749074,1,0,0,1
53,0,3,Dr,female,30.2,0,0,5.4515,C,0,5.4515,0.4043419267299865,0.03908005233957066,0.06871305309907103,-0.8720180351600608,1,1,0,0
54,0,3,Mr,male,24.3,5,0,18.0652,S,0,18.0652,0.3242876526458617,-0.4381877537793511,0.23984378895228092,-0.33174249849042686,0,0,0,1
55,0,3,Mr,male,29.75,1,0,7.043,S,0,7.043,0.3982360922659431,0.0026782705169410845,0.09030501787628814,-0.8038502083836413,0,0,0,1
56,0,3,Mr,male,29.75,0,0,14.6197,C,0,14.6197,0.3982360922659431,0.0026782705169410845,0.19309850799726894,-0.47932166729856596,0,1,0,0
57,0,1,Mrs,female,12.7,0,0,169.1122,S,1,74.094775,0.16689280868385348,-1.3765447963182484,1.0,2.0681408586923586,1,0,0,1
58,1,1,Miss,female,31.2,8,0,79.7334,S,1,74.094775,0.4179104477611941,0.11997290083430318,1.0,2.0681408586923586,1,0,0,1
59,0,1,Dr,male,39.0,1,1,103.1378,S,1,74.094775,0.5237449118046134,0.7509371190932169,1.0,2.0681408586923586,0,0,0,1
60,0,2,Mr,male,30.05,0,2,55.1086,S,0,55.1086,0.4023066485753054,0.0269461250653609,0.7424135583700406,1.2549166748740828,0,0,0,1
61,1,2,Mrs,female,25.9,1,0,23.0977,S,0,23.0977,0.3459972862957938,-0.30875919618777925,0.3081199829462144,-0.11618824888167353,1,0,0,1
62,0,2,Mr,male,3.1,0,0,8.03,S,0,8.03,0.03663500678426052,-2.1531161418676805,0.10369569914246049,-0.7615745910237129,0,0,0,1
63,0,3,Miss,female,34.5,0,0,18.4777,C,0,18.4777,0.4626865671641792,0.38691930086692056,0.24544019829604594,-0.31407411737495533,1,1,0,0
64,0,2,Mr,male,38.7,0,1,13.8686,S,0,13.8686,0.5196743554952512,0.7266692645447973,0.1829082945230825,-0.5114931122823979,0,0,0,1
65,0,2,Mr,male,13.9,0,0,48.0911,S,0,48.0911,0.1831750339213026,-1.2794733781245693,0.647206764261262,0.9543400337157265,0,0,0,1
66,0,3,Mr,male,27.4,1,0,8.8784,S,0,8.8784,0.3663500678426052,-0.18741992344568045,0.1152059868691278,-0.725235549718583,0,0,0,1
67,1,1,Mr,male,30.2,0,1,55.044,S,0,55.044,0.4043419267299865,0.03908005233957066,0.7415371267491746,1.252149699310302,0,0,0,1
68,0,3,Mr,male,38.2,1,0,16.5257,S,0,16.5257,0.5128900949796473,0.6862228402974311,0.21895731092870208,-0.3976830384353202,0,0,0,1
69,1,1,Miss,female,29.8,0,1,88.3372,S,0,74.094775,0.39891451831750346,0.006722912941677768,1.0,2.0681408586923586,1,0,0,1
70,0,3,Mr,male,6.1,0,0,18.291,S,0,18.291,0.07734056987788332,-1.9104375963834828,0.2429072295094255,-0.3220709337489154,0,0,0,1
71,0,3,Mr,male,22.0,0,0,8.2136,C,0,8.2136,0.2930800542740842,-0.6242413053172359,0.10618661006492172,-0.753710555210863,0,1,0,0
72,1,1,Mr,male,33.0,0,1,512.33,S,0,74.094775,0.4423337856173678,0.2655800281248218,1.0,2.0681408586923586,0,0,0,1
73,1,1,Mr,male,41.9,0,0,15.5843,S,0,15.5843,0.5630936227951154,0.9855263797279411,0.20618528727725868,-0.4380054965737565,0,0,0,1
74,0,3,Mr,male,20.7,0,0,7.5071,C,0,7.5071,0.2754409769335143,-0.7294020083603883,0.09660148715250962,-0.7839716734122706,0,1,0,0
75,0,3,Mr,male,61.4,0,0,17.7031,S,1,17.7031,0.8276797829036636,2.562936925375225,0.2349311590774268,-0.3472521246768809,0,0,0,1
76,1,3,Miss,female,2.2,0,2,1.9429,C,0,1.9429,0.024423337856173684,-2.22591970551294,0.021111691102624917,-1.0222999308733784,1,1,0,0
77,0,3,Mr,male,21.5,0,0,15.9771,C,0,15.9771,0.2862957937584804,-0.6646877295646022,0.21151442567781845,-0.4211809145079208,0,1,0,0
78,1,1,Mr,male,28.5,0,0,87.0151,S,0,74.094775,0.3812754409769336,-0.09843779010147456,1.0,2.0681408586923586,0,0,0,1
79,0,2,Mr,male,26.8,1,0,9.8442,Q,1,9.8442,0.3582089552238807,-0.23595563254251978,0.128309046612663,-0.6838679800668921,0,0,1,0
80,1,1,Mrs,female,31.2,1,0,98.3637,S,0,74.094775,0.4179104477611941,0.11997290083430318,1.0,2.0681408586923586,1,0,0,1
81,1,3,Mrs,female,36.2,0,0,6.8483,S,0,6.8483,0.48575305291723214,0.5244371433079661,0.08766351266603105,-0.8121896842701439,1,0,0,1
82,1,3,Miss,female,35.1,0,0,19.1875,C,0,19.1875,0.4708276797829038,0.4354550099637602,0.2550700924832082,-0.2836716521246238,1,1,0,0
83,1,2,Mr,male,30.4,0,0,22.494,S,0,22.494,0.40705563093622804,0.055258622038517106,0.2999295530775333,-0.14204619234691038,0,0,0,1
84,1,1,Mr,male,34.5,3,2,136.9507,S,0,74.094775,0.4626865671641792,0.38691930086692056,1.0,2.0681408586923586,0,0,0,1
85,0,2,Mr,male,23.6,0,0,63.6102,S,0,63.6102,0.31478968792401635,-0.4948127477256638,0.8577552157687143,1.6190609388529753,0,0,0,1
86,0,2,Mr,male,6.2,0,0,22.7202,C,1,22.7202,0.07869742198100409,-1.9023483115340099,0.30299842045585973,-0.13235749462977184,0,1,0,0
87,0,3,Mr,male,19.3,0,0,24.3258,C,1,24.3258,0.25644504748982366,-0.8426519962530137,0.32478168067973645,-0.06358573046249613,0,1,0,0
88,0,3,Mr,male,32.0,0,0,4.2155,S,0,4.2155,0.4287652645861602,0.18468717963008924,0.051944175647207776,-0.9249589298478739,0,0,0,1
89,0,3,Mr,male,32.1,0,2,17.6775,Q,0,17.6775,0.43012211668928096,0.19277646447956262,0.2345838425217895,-0.34834863511701686,0,0,1,0
90,0,3,Mr,male,30.3,1,0,1.1318,S,0,1.1318,0.4056987788331073,0.04716933718904403,0.010107454451163525,-1.0570413222012793,0,0,0,1
91,1,1,Miss,female,37.7,0,0,113.7169,S,1,74.094775,0.5061058344640436,0.6457764160500649,1.0,2.0681408586923586,1,0,0,1
92,0,3,Mr,male,21.3,0,0,4.2774,S,0,4.2774,0.2835820895522389,-0.6808662992635486,0.0527839762250964,-0.9223076018695764,0,0,0,1
93,0,3,Mr,male,30.1,0,0,20.3174,C,1,20.3174,0.4029850746268658,0.03099076749009758,0.2703995056165903,-0.23527527922190544,0,1,0,0
94,1,3,Miss,female,30.2,0,0,25.9899,S,0,25.9899,0.4043419267299865,0.03908005233957066,0.3473586135014562,0.007691731390246246,1,0,0,1
95,0,3,Dr,male,28.5,1,0,17.5418,S,0,17.5418,0.3812754409769336,-0.09843779010147456,0.23274279343585272,-0.35416099709851867,0,0,0,1
96,1,3,Miss,female,30.2,0,0,1.945,C,1,1.945,0.4043419267299865,0.03908005233957066,0.02114018191382954,-1.0222099827513362,1,1,0,0
97,0,3,Mr,male,15.8,1,0,8.3268,Q,0,8.3268,0.20895522388059706,-1.1257769659845775,0.1077224004593804,-0.7488619231083868,0,0,1,0
98,0,2,Mr,male,41.7,0,0,60.4539,S,0,60.4539,0.5603799185888739,0.969347810028995,0.8149335265281673,1.4838689114232468,0,0,0,1
99,1,1,Miss,female,49.9,0,0,105.3139,S,0,74.094775,0.6716417910447762,1.6326691676858012,1.0,2.0681408586923586,1,0,0,1
100,1,1,Miss,female,46.7,3,3,120.3863,Q,0,74.094775,0.6282225237449119,1.3738120525026576,1.0,2.0681408586923586,1,0,1,0
101,1,1,Miss,female,33.1,0,0,29.2121,C,0,29.2121,0.44369063772048856,0.27366931297429514,0.39107437153171004,0.14570641655454336,1,1,0,0
102,0,3,Mr,male,12.3,1,0,5.5758,S,0,5.5758,0.16146540027137046,-1.4089019357161412,0.07039943778132556,-0.866693962983932,0,0,0,1
103,0,2,Mr,male,29.6,0,0,15.0498,C,0,15.0498,0.39620081411126196,-0.009455656757268678,0.19893369747303463,-0.4608994352555009,0,1,0,0
104,0,3,Mr,male,52.4,1,0,22.343,C,1,22.343,0.7055630936227952,1.8349012889226326,0.29788092808139144,-0.14851389064614964,0,1,0,0
105,0,3,Mr,male,38.7,0,0,5.995,Q,1,5.995,0.5196743554952512,0.7266692645447973,0.0760867463798863,-0.848738604526706,0,0,1,0
106,1,2,Mrs,female,26.7,0,2,57.2347,C,0,57.2347,0.3568521031207599,-0.24404491739199316,0.7712584696567772,1.3459827235761532,1,1,0,0
107,0,2,Master,male,38.8,1,0,4.2887,S,0,4.2887,0.5210312075983718,0.7347585493942701,0.05293728392348318,-0.92182359530811,0,0,0,1
108,0,3,Miss,female,11.3,2,2,9.8818,S,0,9.8818,0.14789687924016284,-1.4897947842108739,0.1288191678037553,-0.6822574803579425,1,0,0,1
109,0,1,Mr,male,30.799999999999997,1,0,174.1157,S,0,74.094775,0.41248303934871106,0.08761576143640999,1.0,2.0681408586923586,0,0,0,1
110,0,1,Mr,male,14.0,1,0,29.0915,S,0,29.0915,0.18453188602442336,-1.2713840932750962,0.3894381849453875,0.1405408244029655,0,0,0,1
111,0,2,Mr,male,36.5,1,2,11.8725,C,1,11.8725,0.4898236092265944,0.5487049978563856,0.15582710012044151,-0.5969909439056533,0,1,0,0
112,1,1,Miss,female,40.1,0,0,80.0771,Q,1,74.094775,0.5386702849389418,0.8399192524374227,1.0,2.0681408586923586,1,0,1,0
113,1,3,Miss,female,30.2,0,2,4.8241,S,0,4.8241,0.4043419267299865,0.03908005233957066,0.060201084075366326,-0.8988911074312048,1,0,0,1
114,0,3,Mrs,female,17.0,0,0,2.2756,S,0,2.2756,0.2252374491180462,-1.0287055477908986,0.02562544962061432,-1.0080495783955181,1,0,0,1
115,1,3,Miss,female,30.2,0,2,6.2846,S,0,6.2846,0.4043419267299865,0.03908005233957066,0.08001576491553322,-0.8363343301726682,1,0,0,1
116,1,3,Mrs,female,22.6,0,0,26.0066,S,0,26.0066,0.30122116689280876,-0.5757055962203963,0.34758518328579774,0.00840703312267868,1,0,0,1
117,1,3,Miss,female,18.2,0,0,9.8559,S,0,9.8559,0.2415196743554953,-0.9316341295972196,0.12846778113223162,-0.6833668405297988,1,0,0,1
118,1,1,Mr,male,34.6,0,0,28.4597,S,0,28.4597,0.4640434192673,0.3950085857163939,0.38086652088868267,0.11347928939992329,0,0,0,1
119,0,3,Mr,male,18.7,1,0,4.7697,S,0,4.7697,0.24830393487109909,-0.8911877053498533,0.05946303639463708,-0.9012211921164935,0,0,0,1
120,0,3,Mr,male,7.0,0,0,21.4963,S,0,21.4963,0.08955223880597016,-1.8376340327382237,0.2863937043447469,-0.18478011680486425,0,0,0,1
121,0,3,Mrs,female,30.2,0,0,6.4549,S,1,6.4549,0.4043419267299865,0.03908005233957066,0.08232623403369853,-0.8290399657994203,1,0,0,1
122,1,3,Miss,female,30.2,0,0,15.6897,C,0,15.6897,0.4043419267299865,0.03908005233957066,0.20761525465867162,-0.4334909574960093,1,1,0,0
123,0,2,Mr,male,33.3,1,0,13.4558,S,0,13.4558,0.44640434192673,0.2898478826732413,0.17730781506343107,-0.5291743431295899,0,0,0,1
124,1,1,Mrs,female,31.9,1,1,90.0397,S,1,74.094775,0.4274084124830394,0.17659789478061588,1.0,2.0681408586923586,1,0,0,1
125,0,1,Mrs,female,31.2,0,0,132.4878,S,1,74.094775,0.4179104477611941,0.11997290083430318,1.0,2.0681408586923586,1,0,0,1
126,0,2,Mr,male,30.05,0,0,34.2863,S,0,34.2863,0.4023066485753054,0.0269461250653609,0.4599163116338496,0.3630467788724243,0,0,0,1
127,0,3,Mr,male,47.0,0,0,5.1659,C,0,5.1659,0.6322930800542742,1.398079907051077,0.06483830277524243,-0.8842509797578272,0,1,0,0
128,1,3,Miss,female,30.2,0,0,10.0563,S,1,10.0563,0.4043419267299865,0.03908005233957066,0.13118661854432984,-0.6747832197406096,1,0,0,1
129,0,1,Mr,male,30.799999999999997,0,0,46.8597,C,0,46.8597,0.41248303934871106,0.08761576143640999,0.6305002952529898,0.9015961682476255,0,1,0,0
130,0,3,Miss,female,6.8,0,0,24.6683,S,0,24.6683,0.08683853459972864,-1.8538126024371702,0.32942839631668075,-0.04891562008177133,1,0,0,1
131,1,2,Mr,male,49.7,0,2,7.6895,S,0,7.6895,0.6689280868385348,1.6164905979868551,0.09907611761142535,-0.7761590365263022,0,0,0,1
132,1,1,Miss,female,31.2,0,1,94.7008,S,1,74.094775,0.4179104477611941,0.11997290083430318,1.0,2.0681408586923586,1,0,0,1
133,1,1,Miss,female,19.4,3,0,91.2313,S,1,74.094775,0.2578018995929444,-0.8345627114035405,1.0,2.0681408586923586,1,0,0,1
134,1,2,Miss,female,30.65,3,0,8.3578,S,1,8.3578,0.4104477611940299,0.07548183416220024,0.10814297910097244,-0.7475341174972847,1,0,0,1
135,0,3,Dr,male,7.6,0,0,2.29,C,0,2.29,0.09769335142469471,-1.789098323641384,0.0258208151831603,-1.0074327912729417,0,1,0,0
136,1,2,Miss,female,30.2,0,0,10.1217,S,0,10.1217,0.4043419267299865,0.03908005233957066,0.1320739038075595,-0.6719819782255749,1,0,0,1
137,1,3,Miss,female,30.2,0,0,9.0063,S,0,9.0063,0.4043419267299865,0.03908005233957066,0.11694121294201883,-0.7197572807618101,1,0,0,1
138,0,3,Mr,male,27.0,0,0,9.4396,C,1,9.4396,0.3609226594301222,-0.21977706284357335,0.12281981698723918,-0.701197984913728,0,1,0,0
139,1,2,Mrs,female,7.4,3,0,13.206,Q,0,13.206,0.0949796472184532,-1.8052768933403307,0.1739187652353765,-0.5398738864087288,1,0,1,0
140,0,3,Mr,male,58.5,0,0,18.0687,S,0,18.0687,0.7883310719131617,2.328347664740501,0.23989127363762194,-0.33159258495368954,0,0,0,1
141,0,3,Mr,male,37.7,1,0,20.0788,S,0,20.0788,0.5061058344640436,0.6457764160500649,0.26716240678162706,-0.2454950991834848,0,0,0,1
142,0,2,Mr,male,30.05,0,1,35.8342,S,0,35.8342,0.4023066485753054,0.0269461250653609,0.480916752902247,0.4293471113054875,0,0,0,1
143,0,3,Mr,male,29.75,4,0,6.1623,S,1,6.1623,0.3982360922659431,0.0026782705169410845,0.07835651433918785,-0.8415727374706615,0,0,0,1
144,0,2,Mr,male,43.6,0,1,15.7722,Q,0,15.7722,0.5861601085481684,1.1230442221689865,0.2087345365274246,-0.429957281272915,0,0,1,0
145,1,2,Miss,female,41.0,1,4,44.4908,S,1,44.4908,0.5508819538670287,0.9127228160826819,0.5983613035088807,0.8001304033398907,1,0,0,1
146,0,1,Mr,male,30.799999999999997,0,0,61.9362,S,0,61.9362,0.41248303934871106,0.08761576143640999,0.8350439691227441,1.5473594358534617,0,0,0,1
147,0,3,Miss,female,50.2,0,0,7.3683,Q,1,7.3683,0.6757123473541385,1.6569370222342212,0.09471838020241363,-0.7899168159548826,1,0,1,0
148,0,3,Dr,male,29.75,0,0,16.8506,C,1,16.8506,0.3982360922659431,0.0026782705169410845,0.22336524643364572,-0.3837667789821888,0,1,0,0
149,0,1,Mr,male,24.5,0,2,114.4246,S,0,74.094775,0.3270013568521032,-0.4220091840804046,1.0,2.0681408586923586,0,0,0,1
150,0,2,Mr,male,0.4,2,3,15.2786,C,1,15.2786,0.0,-2.3715268328034584,0.202037839189043,-0.45109937319678595,0,1,0,0
151,1,3,Miss,female,30.2,2,0,8.2202,S,0,8.2202,0.4043419267299865,0.03908005233957066,0.10627615261442197,-0.7534278611130154,1,0,0,1
152,0,1,Mr,male,10.5,1,0,27.7328,S,1,27.7328,0.13704206241519676,-1.5545090630066598,0.37100463009599705,0.08234438944153223,0,0,0,1
153,1,1,Mr,male,21.7,0,1,52.5502,C,1,52.5502,0.2890094979647219,-0.6485091598656557,0.7077036100910382,1.1453341627629976,0,1,0,0
154,0,3,Miss,female,14.8,1,0,3.344,S,0,3.344,0.19538670284938944,-1.20666981447931,0.040120488997289636,-0.9622874004954701,1,0,0,1
155,0,3,Mr,male,24.4,0,1,24.0186,S,0,24.0186,0.32564450474898243,-0.430098468929878,0.3206138820120889,-0.0767438557441274,0,0,0,1
156,1,1,Mr,male,36.1,0,2,16.6142,S,0,16.6142,0.4843962008141114,0.5163478584584927,0.22015799511518255,-0.39389236757781904,0,0,0,1
157,0,3,Mr,male,29.9,0,0,6.6986,S,0,6.6986,0.4002713704206242,0.014812197791150847,0.08563252483873013,-0.818601700398595,0,0,0,1
158,1,3,Mrs,female,40.0,0,0,13.2271,S,0,13.2271,0.537313432835821,0.8318299675879494,0.17420503005271817,-0.538970121944398,1,0,0,1
159,0,1,Mr,male,48.1,0,0,73.5615,S,1,73.5615,0.6472184531886026,1.487062040395283,0.9927650298356453,2.045299389748472,0,0,0,1
160,1,3,Mrs,female,24.4,0,0,5.6254,S,0,5.6254,0.32564450474898243,-0.430098468929878,0.07107236360787282,-0.8645694740061687,1,0,0,1
161,0,2,Mr,male,22.8,0,0,21.6216,S,1,21.6216,0.30393487109905026,-0.5595270265214498,0.2880936560799561,-0.1794132121896677,0,0,0,1
162,0,3,Mrs,female,30.2,1,1,3.5258,S,0,3.5258,0.4043419267299865,0.03908005233957066,0.04258697922443263,-0.9545004630729422,1,0,0,1
163,0,3,Mrs,female,44.7,0,2,13.3377,C,1,13.3377,0.6010854816824968,1.2120263555131925,0.17570554610949493,-0.5342328541834982,1,1,0,0
164,1,3,Miss,female,40.4,0,2,6.1325,S,1,6.1325,0.542740841248304,0.8641871069858423,0.07795221616114131,-0.8428491441548822,1,0,0,1
165,0,1,Master,male,15.9,0,0,19.753,S,1,19.753,0.21031207598371782,-1.1176876811351042,0.26274226092902425,-0.2594499078317773,0,0,0,1
166,1,3,Mrs,female,35.8,0,1,9.0736,S,0,9.0736,0.480325644504749,0.49208000391007256,0.1178542756058622,-0.7168746576125463,1,0,0,1
167,0,2,Master,male,31.3,0,0,31.7843,S,0,31.7843,0.4192672998643149,0.12806218568377656,0.4259715451414857,0.2558800163247641,0,0,0,1
168,0,1,Mr,male,45.0,0,0,36.0527,C,0,36.0527,0.605156037991859,1.2362942100616119,0.4838811539728231,0.4387059992418039,0,1,0,0
169,0,1,Mr,male,21.4,0,0,114.205,S,0,74.094775,0.2849389416553596,-0.6727770144140756,1.0,2.0681408586923586,0,0,0,1
170,1,3,Mrs,female,30.2,1,0,10.9363,S,0,10.9363,0.4043419267299865,0.03908005233957066,0.14312562514436192,-0.6370906733609369,1,0,0,1
171,1,3,Miss,female,39.7,0,2,4.7524,S,1,4.7524,0.5332428765264587,0.8075621130395298,0.05922832637852281,-0.9019621933123667,1,0,0,1
172,1,1,Mrs,female,0.4,1,0,50.73,S,0,50.73,0.0,-2.3715268328034584,0.6830088603031083,1.0673705571717702,1,0,0,1
173,1,3,Mr,male,19.1,0,0,9.9577,S,0,9.9577,0.25373134328358216,-0.8588305659519602,0.12984890712300806,-0.6790064982326957,0,0,0,1
174,1,1,Mr,male,30.799999999999997,0,0,17.029,C,0,17.029,0.41248303934871106,0.08761576143640999,0.22578560868074313,-0.3761254718524915,0,1,0,0
175,0,3,Miss,female,14.8,1,0,8.0677,S,1,8.0677,0.19538670284938944,-1.20666981447931,0.10420717703884824,-0.7599598080708565,1,0,0,1
176,0,1,Mr,male,18.8,0,0,20.2233,S,1,20.2233,0.24966078697421987,-0.8830984205003799,0.2691228459335641,-0.2393058117381864,0,0,0,1
